,index,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1892,10801,Loyal Customer,46,Business travel,Business,502,3,1,5,1,4,0,4,3,3,3,3,4,3,1,0,19.0,neutral or dissatisfied
1893,80931,Loyal Customer,9,Personal Travel,Eco,1674,3,4,3,4,4,4,4,,3,5,4,1,4,4,0,0.0,neutral or dissatisfied
1894,44279,Loyal Customer,41,Personal Travel,Eco,228,3,5,3,1,1,5,1,,5,2,4,5,4,1,0,3.0,neutral or dissatisfied
1895,6455,Loyal Customer,54,Personal Travel,Eco,599,2,2,2,2,4,5,2,,4,2,2,3,4,2,0,0.0,neutral or dissatisfied
1896,29951,Loyal Customer,65,Personal Travel,Eco,427,3,5,3,3,4,4,4,,2,1,5,1,1,4,20,22.0,neutral or dissatisfied
1897,114682,Loyal Customer,34,Personal Travel,Eco,351,1,5,1,3,3,2,5,,4,2,5,5,4,3,0,0.0,neutral or dissatisfied
1898,35796,Loyal Customer,52,Personal Travel,Eco,674,3,5,3,1,3,5,5,,2,5,5,5,5,5,132,121.0,neutral or dissatisfied
1899,112899,Loyal Customer,37,Personal Travel,Eco,500,4,5,5,5,5,1,5,,4,3,4,4,5,5,16,6.0,neutral or dissatisfied
1900,1306,disloyal Customer,23,Business travel,Eco,106,0,0,0,2,2,3,2,,1,5,1,1,5,2,0,0.0,satisfied
1901,15266,Loyal Customer,52,Business travel,Business,3021,2,4,4,4,1,5,4,,2,2,2,3,2,2,1,13.0,neutral or dissatisfied
1902,50564,disloyal Customer,24,Business travel,Eco,334,4,0,4,2,4,4,4,4,5,2,5,4,5,4,4,0.0,satisfied
1903,71653,Loyal Customer,11,Personal Travel,Eco,406,3,4,3,4,2,3,2,,5,3,4,3,5,2,0,0.0,neutral or dissatisfied
1904,117206,Loyal Customer,58,Business travel,Business,2422,3,3,3,3,2,3,3,,3,3,3,1,3,1,0,0.0,neutral or dissatisfied
1905,31864,disloyal Customer,39,Business travel,Business,2279,2,2,2,4,3,1,3,3,3,5,3,3,4,3,19,0.0,neutral or dissatisfied
1906,71467,Loyal Customer,51,Business travel,Eco,641,3,2,2,2,3,2,3,3,3,3,3,1,3,1,0,,neutral or dissatisfied
1907,59761,Loyal Customer,47,Business travel,Eco,329,2,2,2,2,2,0,1,2,2,2,2,5,2,1,0,0.0,satisfied
1908,110270,Loyal Customer,77,Business travel,Business,2556,2,1,5,5,2,5,2,,5,2,3,2,1,2,0,,neutral or dissatisfied
1909,50975,Loyal Customer,67,Personal Travel,Eco Plus,610,4,5,4,2,1,5,1,,5,3,4,3,5,1,103,106.0,neutral or dissatisfied
1910,53136,Loyal Customer,65,Personal Travel,Eco Plus,438,2,4,2,1,4,4,1,,2,2,2,4,2,4,7,30.0,neutral or dissatisfied
1911,14839,Loyal Customer,53,Business travel,Business,399,2,2,2,2,5,4,5,,5,5,5,5,5,3,29,41.0,satisfied
1912,106415,Loyal Customer,51,Business travel,Business,1136,2,2,2,2,3,4,4,,5,5,5,4,5,3,2,0.0,satisfied
1913,66624,disloyal Customer,36,Business travel,Business,882,3,3,3,3,2,2,2,,4,5,4,5,5,2,0,0.0,neutral or dissatisfied
1914,92930,Loyal Customer,35,Business travel,Business,1660,4,5,4,4,4,1,4,5,5,5,5,5,5,3,0,0.0,satisfied
1915,4066,Loyal Customer,39,Business travel,Business,369,2,2,2,2,3,2,2,2,2,2,2,2,2,3,0,0.0,satisfied
1916,91340,disloyal Customer,27,Business travel,Eco,2465,2,2,2,3,2,2,3,,4,2,2,3,3,3,10,,neutral or dissatisfied
1917,114075,Loyal Customer,29,Business travel,Business,1372,3,3,3,3,5,4,5,,4,4,5,4,4,5,0,0.0,satisfied
1918,51443,disloyal Customer,42,Business travel,Eco,331,3,4,3,4,1,4,4,1,4,1,3,5,4,1,91,83.0,neutral or dissatisfied
1919,111614,Loyal Customer,38,Business travel,Eco Plus,354,4,2,1,2,4,5,4,,2,1,1,5,2,4,0,3.0,satisfied
1920,29389,Loyal Customer,27,Personal Travel,Eco,2454,4,5,4,3,4,1,3,3,5,5,5,3,5,3,7,0.0,satisfied
1921,108083,Loyal Customer,39,Business travel,Business,3322,5,5,5,5,5,4,4,,5,5,5,5,5,4,0,13.0,satisfied
1922,84788,Loyal Customer,50,Business travel,Business,2624,2,2,2,2,4,4,5,,5,5,5,3,5,4,9,,satisfied
1923,30032,disloyal Customer,62,Business travel,Eco,399,1,4,1,3,2,4,2,2,3,2,3,4,3,2,0,0.0,neutral or dissatisfied
1924,68950,Loyal Customer,46,Personal Travel,Eco,355,1,4,1,4,4,5,4,,3,2,5,4,4,4,10,,neutral or dissatisfied
1925,56542,Loyal Customer,37,Personal Travel,Eco,481,1,2,1,3,3,3,3,3,3,5,4,3,4,3,110,112.0,neutral or dissatisfied
1926,35625,Loyal Customer,15,Personal Travel,Eco,1910,3,5,4,2,2,3,2,,4,5,4,3,5,2,0,6.0,neutral or dissatisfied
1927,68139,Loyal Customer,41,Business travel,Eco,163,4,3,3,3,4,4,4,,2,4,3,3,2,4,3,0.0,satisfied
1928,68213,Loyal Customer,31,Business travel,Eco,272,5,5,5,5,5,3,5,,5,3,4,3,2,5,0,0.0,satisfied
1929,27148,Loyal Customer,44,Personal Travel,Eco,501,4,2,4,4,4,4,4,,2,4,2,2,2,4,0,0.0,neutral or dissatisfied
1930,113601,Loyal Customer,28,Business travel,Business,1123,1,4,4,4,1,5,1,,4,5,3,3,3,1,22,59.0,neutral or dissatisfied
1931,24306,disloyal Customer,32,Business travel,Eco,550,4,1,4,3,1,5,1,,1,2,3,3,4,1,0,,neutral or dissatisfied
1932,91411,disloyal Customer,29,Business travel,Eco,357,1,0,2,3,3,5,2,,4,1,4,2,5,3,0,0.0,neutral or dissatisfied
1933,75577,Loyal Customer,45,Personal Travel,Eco,201,3,5,0,3,2,1,3,,1,0,4,5,1,5,0,0.0,neutral or dissatisfied
1934,60203,Loyal Customer,31,Business travel,Business,2342,3,5,5,5,3,5,3,3,4,3,2,3,3,3,23,9.0,neutral or dissatisfied
1935,65694,Loyal Customer,42,Business travel,Eco,189,3,5,5,5,3,3,5,,3,3,3,2,3,2,1,0.0,satisfied
1936,113132,disloyal Customer,25,Business travel,Business,334,4,3,4,4,5,3,5,5,5,3,5,4,5,5,7,,satisfied
1937,90344,Loyal Customer,47,Business travel,Business,2437,1,1,1,1,3,5,5,5,5,5,5,4,5,5,14,0.0,satisfied
1938,116886,Loyal Customer,30,Personal Travel,Eco Plus,669,4,4,4,3,5,4,5,5,5,2,4,3,5,5,81,,neutral or dissatisfied
1939,57251,disloyal Customer,24,Business travel,Eco,1009,2,2,2,2,5,0,5,5,5,3,4,3,4,5,34,43.0,neutral or dissatisfied
1940,47772,Loyal Customer,51,Business travel,Business,621,1,1,1,1,2,1,5,,4,4,4,5,4,5,0,2.0,satisfied
1941,83743,disloyal Customer,29,Business travel,Business,1488,5,5,5,4,4,4,4,,4,3,4,3,4,4,0,0.0,satisfied
1942,74307,disloyal Customer,45,Business travel,Eco,109,3,2,3,3,3,3,2,,3,3,4,3,4,3,0,0.0,neutral or dissatisfied
1943,67452,Loyal Customer,47,Business travel,Business,2454,1,1,4,1,5,4,5,,3,3,3,3,3,5,0,0.0,satisfied
1944,104381,disloyal Customer,26,Business travel,Eco,1000,3,3,3,3,5,3,5,5,4,3,3,1,4,5,25,23.0,neutral or dissatisfied
1945,84756,Loyal Customer,32,Personal Travel,Eco Plus,451,2,4,2,2,5,4,5,,4,5,5,3,5,5,76,72.0,neutral or dissatisfied
1946,8129,Loyal Customer,9,Personal Travel,Eco,1235,2,4,2,3,5,3,5,5,3,5,3,3,4,5,0,0.0,neutral or dissatisfied
1947,125597,Loyal Customer,57,Business travel,Eco,409,4,5,5,5,3,5,5,4,4,4,4,5,4,3,22,23.0,satisfied
1948,128064,Loyal Customer,15,Business travel,Eco,1069,4,4,4,4,4,3,3,,1,3,4,3,3,4,0,0.0,neutral or dissatisfied
1949,91752,Loyal Customer,49,Business travel,Business,3281,2,5,5,5,2,4,2,1,5,3,3,2,1,2,131,118.0,neutral or dissatisfied
1950,95442,Loyal Customer,53,Business travel,Business,550,4,4,1,4,3,1,4,,4,4,4,5,4,3,0,0.0,satisfied
1951,11504,disloyal Customer,36,Business travel,Business,689,3,3,3,2,2,2,2,,4,4,4,3,5,2,40,38.0,neutral or dissatisfied
1952,56382,Loyal Customer,51,Business travel,Business,2693,1,1,1,1,5,4,5,,4,4,4,3,4,3,39,35.0,satisfied
1953,79241,disloyal Customer,23,Business travel,Business,402,4,0,4,3,5,1,5,,5,4,4,3,4,5,0,11.0,satisfied
1954,7963,Loyal Customer,28,Personal Travel,Eco,551,2,3,2,2,3,5,3,,3,2,2,5,1,3,0,0.0,neutral or dissatisfied
1955,13532,Loyal Customer,39,Business travel,Eco Plus,1044,1,1,1,1,1,4,1,,3,4,3,2,3,1,0,13.0,neutral or dissatisfied
1956,108612,Loyal Customer,48,Business travel,Business,1500,4,4,4,4,3,5,4,5,5,5,5,4,5,3,0,0.0,satisfied
1957,25378,disloyal Customer,56,Business travel,Eco,642,5,0,5,2,5,4,5,5,1,2,2,1,5,5,0,,satisfied
1958,113094,Loyal Customer,43,Business travel,Business,912,2,2,2,2,4,2,5,,5,5,5,4,5,4,0,4.0,satisfied
1959,104367,Loyal Customer,18,Personal Travel,Eco,1068,3,5,3,3,3,3,3,,5,5,4,3,4,3,0,,neutral or dissatisfied
1960,25052,Loyal Customer,31,Business travel,Business,3004,2,2,2,2,4,3,4,4,5,4,5,5,5,4,0,0.0,satisfied
1961,90050,Loyal Customer,47,Business travel,Business,628,3,3,3,3,2,4,5,,4,5,4,3,4,5,3,0.0,satisfied
1962,62328,Loyal Customer,43,Business travel,Eco Plus,1076,4,5,5,5,5,4,5,,4,1,2,1,2,5,17,,neutral or dissatisfied
1963,76974,Loyal Customer,50,Business travel,Business,1727,1,1,1,1,2,2,5,5,5,5,5,3,5,3,0,0.0,satisfied
1964,108248,disloyal Customer,22,Business travel,Eco,236,1,3,1,2,3,2,3,,3,5,2,2,3,3,0,23.0,neutral or dissatisfied
1965,67197,Loyal Customer,54,Business travel,Eco,1874,2,3,3,3,1,4,4,,2,2,2,3,2,1,69,46.0,neutral or dissatisfied
1966,108331,disloyal Customer,43,Business travel,Eco,1041,4,4,4,4,2,3,2,2,3,5,3,4,4,2,0,,neutral or dissatisfied
1967,99858,Loyal Customer,62,Personal Travel,Eco,347,3,3,3,4,3,3,4,,5,3,5,1,5,3,1,8.0,neutral or dissatisfied
1968,37261,Loyal Customer,43,Business travel,Business,1829,2,2,2,2,3,4,1,4,4,4,4,2,4,3,0,0.0,satisfied
1969,11762,Loyal Customer,9,Business travel,Business,484,3,4,4,4,3,5,3,,1,5,3,1,4,3,13,2.0,neutral or dissatisfied
1970,81753,Loyal Customer,53,Business travel,Business,1895,3,3,3,3,3,4,4,5,5,5,5,4,5,5,1,0.0,satisfied
1971,80185,Loyal Customer,44,Business travel,Business,373,3,2,3,3,3,1,1,,3,3,3,5,3,5,0,0.0,satisfied
1972,69626,Loyal Customer,46,Personal Travel,Eco Plus,1250,4,5,4,3,4,4,4,4,3,3,4,4,4,4,0,12.0,neutral or dissatisfied
1973,59760,Loyal Customer,38,Business travel,Business,3633,3,3,4,3,2,3,1,3,3,3,3,3,3,1,0,0.0,satisfied
1974,25449,disloyal Customer,22,Business travel,Eco Plus,950,3,4,3,3,4,4,4,4,4,5,4,3,4,4,0,0.0,neutral or dissatisfied
1975,42501,Loyal Customer,50,Personal Travel,Eco,663,1,2,1,2,2,2,3,,3,4,1,4,3,2,0,,neutral or dissatisfied
1976,15816,Loyal Customer,48,Business travel,Business,436,5,5,5,5,4,5,3,,5,5,5,1,5,5,0,0.0,satisfied
1977,122923,Loyal Customer,39,Business travel,Business,425,4,4,3,4,5,5,4,3,3,3,3,3,3,4,0,0.0,satisfied
1978,24375,Loyal Customer,48,Business travel,Business,2267,5,5,3,5,2,4,4,,5,5,5,4,5,3,0,0.0,satisfied
1979,64470,disloyal Customer,26,Business travel,Business,354,3,1,3,3,3,0,3,,2,5,3,3,3,3,0,,neutral or dissatisfied
1980,72838,Loyal Customer,56,Business travel,Eco,351,2,3,3,3,2,5,3,2,2,2,2,2,2,4,38,46.0,neutral or dissatisfied
1981,44949,Loyal Customer,20,Business travel,Business,3836,2,2,2,2,5,4,4,5,3,4,4,5,5,5,0,0.0,satisfied
1982,10254,Loyal Customer,68,Personal Travel,Eco,966,1,5,1,1,5,3,5,5,5,1,5,4,5,4,34,36.0,neutral or dissatisfied
1983,51718,Loyal Customer,46,Business travel,Business,592,2,4,4,4,1,4,4,2,2,3,2,2,2,4,0,0.0,neutral or dissatisfied
1984,80309,Loyal Customer,37,Business travel,Business,3244,1,3,3,3,5,1,4,1,1,1,1,3,1,3,114,102.0,neutral or dissatisfied
1985,10023,Loyal Customer,53,Business travel,Business,2419,4,5,5,5,4,3,3,4,4,4,4,4,4,2,0,0.0,neutral or dissatisfied
1986,12565,Loyal Customer,35,Business travel,Business,1416,1,2,2,2,2,3,2,1,1,1,1,4,1,1,0,0.0,neutral or dissatisfied
1987,1690,disloyal Customer,26,Business travel,Eco,547,4,3,4,2,4,1,4,4,5,5,2,4,3,4,0,,neutral or dissatisfied
1988,59796,Loyal Customer,36,Business travel,Business,456,5,5,5,5,5,3,3,4,4,4,4,3,4,4,0,0.0,satisfied
1989,121839,Loyal Customer,65,Personal Travel,Eco,304,3,4,3,2,2,3,2,,3,5,5,5,4,2,0,0.0,neutral or dissatisfied
1990,74706,disloyal Customer,16,Business travel,Eco,577,2,3,2,4,1,5,1,1,4,3,3,4,3,1,2,18.0,neutral or dissatisfied
1991,57064,Loyal Customer,30,Business travel,Business,607,2,4,4,4,2,4,2,2,2,5,3,4,3,2,0,29.0,neutral or dissatisfied
1992,116310,Loyal Customer,18,Business travel,Eco Plus,1487,4,5,4,5,4,4,4,,2,1,3,2,3,4,0,0.0,satisfied
1993,70403,Loyal Customer,48,Business travel,Business,2123,1,1,1,1,2,4,5,5,5,5,5,3,5,4,2,0.0,satisfied
1994,44728,Loyal Customer,45,Business travel,Business,2182,2,2,5,2,4,4,4,5,5,5,5,3,5,5,0,,satisfied
1995,108781,Loyal Customer,49,Business travel,Eco Plus,1464,5,5,2,2,5,4,5,5,5,1,3,3,5,5,21,15.0,satisfied
1996,120286,Loyal Customer,48,Personal Travel,Eco Plus,1158,3,5,3,2,2,2,5,,4,3,4,4,4,5,0,0.0,neutral or dissatisfied
1997,103525,Loyal Customer,46,Business travel,Business,954,4,4,3,4,4,5,4,,5,5,5,3,5,2,0,,satisfied
1998,78179,Loyal Customer,54,Personal Travel,Eco,119,0,4,0,3,1,5,2,,1,0,3,1,1,3,0,0.0,satisfied
1999,80599,Loyal Customer,61,Personal Travel,Eco,120,0,5,0,3,3,1,3,3,5,2,3,5,3,3,0,,satisfied
2000,31033,Loyal Customer,7,Personal Travel,Eco,744,2,5,2,2,5,1,5,5,5,3,4,4,5,5,0,0.0,neutral or dissatisfied
2001,84896,disloyal Customer,36,Business travel,Eco,874,3,4,4,3,1,5,4,,5,5,2,3,2,1,30,18.0,neutral or dissatisfied
2002,22900,Loyal Customer,50,Business travel,Business,3376,4,4,4,4,3,4,4,,3,3,3,3,3,5,26,17.0,satisfied
2003,40553,Loyal Customer,19,Personal Travel,Eco,489,2,0,4,2,1,5,3,,5,2,4,5,5,1,2,0.0,neutral or dissatisfied
2004,95494,Loyal Customer,35,Business travel,Eco,302,3,4,4,4,3,4,3,,1,1,3,2,4,3,26,7.0,neutral or dissatisfied
2005,126311,Loyal Customer,16,Business travel,Business,634,4,4,4,4,5,3,5,5,1,2,1,1,3,5,0,0.0,satisfied
2006,114507,Loyal Customer,54,Personal Travel,Eco,2602,3,4,3,5,2,4,2,,4,5,4,2,2,2,49,21.0,neutral or dissatisfied
2007,23893,Loyal Customer,45,Business travel,Business,283,0,0,0,2,4,3,4,,2,2,2,4,2,4,0,0.0,satisfied
2008,81214,Loyal Customer,38,Business travel,Business,1547,4,4,4,4,4,4,5,,4,4,4,5,4,4,5,0.0,satisfied
2009,79539,Loyal Customer,40,Business travel,Business,1598,1,1,1,1,5,5,5,5,5,5,5,2,5,5,0,,satisfied
2010,48328,disloyal Customer,24,Business travel,Eco,678,3,3,3,2,3,3,5,2,5,3,2,5,3,5,74,147.0,neutral or dissatisfied
2011,47978,Loyal Customer,61,Business travel,Business,3227,4,4,4,4,3,5,5,5,5,5,5,2,5,4,0,0.0,satisfied
2012,7687,Loyal Customer,37,Personal Travel,Eco,589,2,4,2,4,4,3,4,4,1,4,4,3,2,4,0,0.0,neutral or dissatisfied
2013,35407,Loyal Customer,62,Personal Travel,Eco,89,2,5,2,5,4,4,5,,1,2,1,5,1,4,61,52.0,neutral or dissatisfied
2014,109357,Loyal Customer,35,Business travel,Eco,406,2,3,1,1,2,4,2,,2,4,1,1,2,2,0,0.0,neutral or dissatisfied
2015,73491,Loyal Customer,7,Personal Travel,Eco,951,4,4,4,2,5,2,5,5,2,4,4,5,3,5,86,126.0,neutral or dissatisfied
2016,54610,Loyal Customer,58,Business travel,Business,3137,4,4,5,4,3,2,5,5,5,5,5,4,5,3,85,76.0,satisfied
2017,113704,Loyal Customer,47,Personal Travel,Eco,282,0,2,0,3,2,3,2,,2,2,2,4,2,2,0,0.0,satisfied
2018,119310,Loyal Customer,26,Business travel,Business,1747,2,2,5,2,4,3,4,,5,3,4,4,4,4,0,0.0,satisfied
2019,12002,Loyal Customer,52,Business travel,Eco Plus,405,2,4,1,4,1,4,4,3,3,2,3,1,3,4,40,42.0,neutral or dissatisfied
2020,75454,Loyal Customer,67,Personal Travel,Eco,304,1,1,1,2,2,4,2,,3,1,3,4,3,3,16,12.0,neutral or dissatisfied
2021,121202,Loyal Customer,24,Business travel,Business,1788,5,5,5,5,4,2,4,,3,3,4,5,5,4,15,16.0,satisfied
2022,32569,Loyal Customer,25,Personal Travel,Eco Plus,1774,4,5,4,3,1,3,1,,4,3,4,4,5,1,0,0.0,neutral or dissatisfied
2023,104562,Loyal Customer,42,Business travel,Eco,230,4,1,1,1,4,5,4,,5,4,4,4,5,4,53,47.0,satisfied
2024,34287,Loyal Customer,51,Personal Travel,Eco,338,2,4,5,1,3,4,4,2,2,5,2,3,2,5,0,0.0,neutral or dissatisfied
2025,78641,Loyal Customer,58,Personal Travel,Eco,927,3,1,4,3,1,2,3,,3,4,4,1,3,3,4,15.0,neutral or dissatisfied
2026,10789,Loyal Customer,43,Business travel,Business,842,3,3,3,3,5,3,5,,5,5,5,4,5,4,29,,satisfied
2027,62575,Loyal Customer,55,Business travel,Business,1739,3,4,4,4,4,4,3,,3,3,3,2,3,1,48,38.0,neutral or dissatisfied
2028,106688,Loyal Customer,40,Business travel,Business,425,4,4,4,4,3,2,5,2,2,2,2,3,2,5,0,,satisfied
2029,60029,Loyal Customer,67,Personal Travel,Eco,488,1,2,1,3,1,3,3,,3,1,3,3,3,2,32,21.0,neutral or dissatisfied
2030,111482,disloyal Customer,33,Business travel,Eco,101,2,0,3,4,2,4,2,2,2,5,5,4,1,2,0,0.0,neutral or dissatisfied
2031,1184,Loyal Customer,40,Business travel,Eco,896,1,2,2,2,1,4,1,,2,4,3,1,4,1,36,25.0,neutral or dissatisfied
2032,49016,Loyal Customer,31,Business travel,Business,1337,5,5,5,5,5,2,5,,3,3,4,4,4,5,34,,satisfied
2033,126829,Loyal Customer,16,Business travel,Business,1379,3,3,3,3,4,1,4,4,3,3,4,3,4,4,13,0.0,satisfied
2034,74904,Loyal Customer,44,Business travel,Business,2084,4,4,4,4,4,4,5,,5,5,5,4,5,5,2,,satisfied
2035,114965,Loyal Customer,28,Business travel,Business,3209,3,3,3,3,5,3,5,5,1,4,2,2,4,5,81,67.0,satisfied
2036,46560,Loyal Customer,44,Business travel,Business,2408,2,5,2,2,5,4,4,,5,5,5,4,5,5,0,2.0,satisfied
2037,118257,Loyal Customer,26,Business travel,Business,1587,5,5,5,5,4,0,4,,4,4,5,5,4,4,15,4.0,satisfied
2038,51738,Loyal Customer,46,Business travel,Business,1929,3,3,3,3,3,4,4,,3,3,3,5,3,3,26,26.0,satisfied
2039,42634,Loyal Customer,23,Personal Travel,Business,594,5,3,5,5,1,2,1,1,3,4,4,1,4,1,15,20.0,satisfied
2040,40008,Loyal Customer,44,Personal Travel,Eco,335,2,2,2,2,2,4,3,,5,2,5,3,5,4,21,10.0,neutral or dissatisfied
2041,4396,disloyal Customer,42,Business travel,Eco,224,2,0,1,2,2,3,2,2,1,5,5,4,1,2,2,4.0,neutral or dissatisfied
2042,63304,Loyal Customer,58,Business travel,Business,3739,5,5,5,5,2,2,4,5,5,5,5,3,5,5,17,38.0,satisfied
2043,80860,Loyal Customer,59,Business travel,Business,3617,0,5,0,4,1,2,4,1,1,1,1,4,1,1,0,0.0,satisfied
2044,59657,Loyal Customer,60,Business travel,Business,3255,5,5,5,5,5,2,4,5,5,5,5,4,5,4,58,,satisfied
2045,81536,disloyal Customer,22,Business travel,Eco,308,3,4,3,2,2,4,2,2,3,3,5,5,4,2,0,0.0,neutral or dissatisfied
2046,83563,Loyal Customer,34,Personal Travel,Eco,369,2,4,2,1,5,3,5,5,4,2,5,3,3,5,0,0.0,neutral or dissatisfied
2047,36407,disloyal Customer,27,Business travel,Business,460,2,2,2,2,1,3,1,1,3,5,5,5,4,1,16,11.0,neutral or dissatisfied
2048,2468,Loyal Customer,51,Personal Travel,Eco Plus,370,3,4,2,3,5,2,5,,3,1,4,1,5,5,0,0.0,neutral or dissatisfied
2049,7438,Loyal Customer,43,Business travel,Business,2602,1,1,1,1,2,2,4,,4,4,4,3,4,4,5,1.0,satisfied
2050,35272,Loyal Customer,34,Personal Travel,Eco,1208,4,3,4,4,3,1,3,3,3,2,4,3,4,3,0,0.0,neutral or dissatisfied
2051,49168,Loyal Customer,47,Business travel,Business,3700,3,3,3,3,2,5,4,,4,4,4,3,4,4,61,64.0,satisfied
2052,53953,Loyal Customer,53,Personal Travel,Eco,944,1,2,1,4,1,4,4,3,3,1,5,4,3,2,0,0.0,neutral or dissatisfied
2053,39911,disloyal Customer,37,Business travel,Business,220,2,2,2,5,5,2,2,,3,2,5,5,5,5,3,,neutral or dissatisfied
2054,59443,Loyal Customer,29,Business travel,Business,2811,2,3,3,3,2,3,2,,2,1,3,2,4,2,0,7.0,neutral or dissatisfied
2055,79140,Loyal Customer,40,Business travel,Business,957,5,5,5,5,4,3,4,5,5,5,5,3,5,5,0,0.0,satisfied
2056,15316,Loyal Customer,38,Business travel,Eco Plus,488,3,4,4,4,3,3,3,3,5,5,4,5,1,3,4,10.0,satisfied
2057,100362,Loyal Customer,39,Business travel,Eco,500,5,3,3,3,5,1,5,,2,1,2,3,2,5,0,0.0,satisfied
2058,99219,Loyal Customer,18,Business travel,Business,867,4,4,4,4,5,2,5,,3,2,5,5,4,5,63,,satisfied
2059,25618,disloyal Customer,28,Business travel,Business,872,1,1,1,2,3,3,3,,4,3,4,4,4,3,0,0.0,neutral or dissatisfied
2060,43454,Loyal Customer,41,Business travel,Business,3837,5,5,5,5,2,4,4,,3,3,3,3,3,3,0,0.0,satisfied
2061,48140,Loyal Customer,39,Personal Travel,Eco,280,4,4,4,1,4,5,1,,5,5,4,5,5,4,0,,neutral or dissatisfied
2062,82011,Loyal Customer,50,Business travel,Eco Plus,174,5,2,3,2,5,2,5,,2,3,1,3,3,5,7,0.0,satisfied
2063,19847,Loyal Customer,15,Personal Travel,Eco,395,3,5,3,1,4,4,5,,3,4,5,3,5,4,47,37.0,neutral or dissatisfied
2064,113061,Loyal Customer,34,Business travel,Business,3657,1,1,5,1,5,3,1,,5,5,5,1,5,2,110,111.0,satisfied
2065,52831,disloyal Customer,30,Business travel,Eco Plus,672,4,3,3,4,4,4,4,4,2,3,4,3,3,4,0,,neutral or dissatisfied
2066,32440,Loyal Customer,24,Personal Travel,Eco,622,2,5,2,2,4,1,4,4,4,4,4,4,5,4,0,0.0,neutral or dissatisfied
2067,73858,disloyal Customer,22,Business travel,Eco,746,1,1,1,1,1,5,1,,4,2,5,1,5,1,213,221.0,neutral or dissatisfied
2068,118418,Loyal Customer,28,Personal Travel,Eco,432,4,1,4,2,4,1,4,4,2,5,2,3,2,4,0,0.0,satisfied
2069,113721,disloyal Customer,20,Business travel,Eco,733,1,1,1,1,1,1,1,,5,2,4,4,5,1,0,0.0,neutral or dissatisfied
2070,100877,disloyal Customer,33,Business travel,Eco,612,1,0,1,3,2,2,2,2,1,2,1,1,4,2,0,0.0,neutral or dissatisfied
2071,112950,Loyal Customer,52,Business travel,Business,3164,1,1,1,1,3,5,5,5,5,5,5,4,5,4,66,,satisfied
2072,29318,disloyal Customer,10,Business travel,Eco,908,5,5,5,4,4,3,3,,3,2,5,4,4,4,20,0.0,satisfied
2073,102769,Loyal Customer,51,Personal Travel,Eco,328,3,5,3,2,4,5,4,,1,3,1,4,1,5,0,,neutral or dissatisfied
2074,45043,Loyal Customer,14,Personal Travel,Eco,557,4,2,4,4,1,4,1,1,4,3,3,2,4,1,92,86.0,satisfied
2075,25484,Loyal Customer,24,Personal Travel,Eco Plus,447,5,3,5,1,5,5,3,,3,5,2,5,4,5,0,0.0,satisfied
2076,66507,Loyal Customer,53,Business travel,Business,2976,2,2,2,2,4,3,4,,5,5,5,5,5,5,10,1.0,satisfied
2077,19072,disloyal Customer,37,Business travel,Business,351,1,2,2,3,3,1,3,3,4,5,3,3,4,3,8,,neutral or dissatisfied
2078,106620,Loyal Customer,59,Personal Travel,Eco,1269,1,4,1,3,5,2,1,5,5,4,5,3,5,5,0,0.0,neutral or dissatisfied
2079,105602,disloyal Customer,39,Business travel,Business,1068,3,3,3,2,3,0,3,,5,5,5,4,5,3,0,0.0,neutral or dissatisfied
2080,119181,Loyal Customer,31,Personal Travel,Eco,937,3,3,3,1,1,5,1,1,3,1,5,4,4,1,0,0.0,neutral or dissatisfied
2081,58335,Loyal Customer,51,Personal Travel,Business,1814,2,3,2,4,2,4,4,,3,2,3,2,3,4,0,0.0,neutral or dissatisfied
2082,98527,Loyal Customer,15,Personal Travel,Eco,236,4,5,4,2,2,4,2,2,3,4,4,4,5,2,4,1.0,neutral or dissatisfied
2083,66595,disloyal Customer,13,Business travel,Eco,1290,3,3,3,3,4,1,4,,4,2,2,1,3,4,0,0.0,neutral or dissatisfied
2084,64735,Loyal Customer,51,Business travel,Business,529,2,2,4,2,4,5,5,,3,3,3,3,3,3,0,,satisfied
2085,23759,Loyal Customer,33,Business travel,Eco Plus,266,0,0,0,3,3,5,5,,3,5,3,1,3,3,0,4.0,satisfied
2086,36291,Loyal Customer,39,Business travel,Business,587,4,4,4,4,2,1,5,,5,5,5,3,5,5,42,42.0,satisfied
2087,113138,Loyal Customer,46,Business travel,Business,2699,3,3,3,3,2,1,5,5,5,5,5,4,5,3,0,12.0,satisfied
2088,98067,disloyal Customer,33,Business travel,Business,551,2,2,2,4,2,2,3,,3,4,4,3,5,3,124,133.0,neutral or dissatisfied
2089,9821,Loyal Customer,25,Business travel,Business,2685,3,4,4,4,3,5,3,3,1,1,3,3,2,3,16,53.0,neutral or dissatisfied
2090,45875,Loyal Customer,32,Personal Travel,Eco Plus,2586,3,4,3,3,1,3,1,1,5,3,4,3,4,1,0,3.0,neutral or dissatisfied
2091,126159,Loyal Customer,36,Business travel,Business,1444,2,3,1,1,1,4,3,2,2,2,2,3,2,3,1,,neutral or dissatisfied
